118.036 9.03393 4 
118.269 13.0272 4 
118.269 13.0272 6 
118.036 9.03393 6 

118.036 9.03393 4 
114.694 11.2318 4 
114.694 11.2318 6 
118.036 9.03393 6 

118.036 9.03393 4 
114.462 7.23856 4 
114.462 7.23856 6 
118.036 9.03393 6 

118.036 9.03393 4 
117.804 5.04068 4 
117.804 5.04068 6 
118.036 9.03393 6 

118.036 9.03393 4 
121.378 6.83605 4 
121.378 6.83605 6 
118.036 9.03393 6 

118.036 9.03393 4 
121.611 10.8293 4 
121.611 10.8293 6 
118.036 9.03393 6 

118.036 9.03393 4 
118.269 13.0272 4 
118.269 13.0272 6 
118.036 9.03393 6 

