126.012 -0.985155 4 
126.245 3.00809 4 
126.245 3.00809 6 
126.012 -0.985155 6 

126.012 -0.985155 4 
122.67 1.21273 4 
122.67 1.21273 6 
126.012 -0.985155 6 

126.012 -0.985155 4 
122.438 -2.78052 4 
122.438 -2.78052 6 
126.012 -0.985155 6 

126.012 -0.985155 4 
125.78 -4.9784 4 
125.78 -4.9784 6 
126.012 -0.985155 6 

126.012 -0.985155 4 
129.354 -3.18304 4 
129.354 -3.18304 6 
126.012 -0.985155 6 

126.012 -0.985155 4 
129.587 0.810211 4 
129.587 0.810211 6 
126.012 -0.985155 6 

126.012 -0.985155 4 
126.245 3.00809 4 
126.245 3.00809 6 
126.012 -0.985155 6 

