126.036 9.01482 4 
125.823 13.0091 4 
125.823 13.0091 6 
126.036 9.01482 6 

126.036 9.01482 4 
122.471 10.8272 4 
122.471 10.8272 6 
126.036 9.01482 6 

126.036 9.01482 4 
122.684 6.83293 4 
122.684 6.83293 6 
126.036 9.01482 6 

126.036 9.01482 4 
126.25 5.02051 4 
126.25 5.02051 6 
126.036 9.01482 6 

126.036 9.01482 4 
129.602 7.20239 4 
129.602 7.20239 6 
126.036 9.01482 6 

126.036 9.01482 4 
129.389 11.1967 4 
129.389 11.1967 6 
126.036 9.01482 6 

126.036 9.01482 4 
125.823 13.0091 4 
125.823 13.0091 6 
126.036 9.01482 6 

