119.887 219.16 4 
122.616 216.235 4 
122.616 216.235 6 
119.887 219.16 6 

119.887 219.16 4 
123.784 220.061 4 
123.784 220.061 6 
119.887 219.16 6 

119.887 219.16 4 
121.055 222.985 4 
121.055 222.985 6 
119.887 219.16 6 

119.887 219.16 4 
117.158 222.085 4 
117.158 222.085 6 
119.887 219.16 6 

119.887 219.16 4 
115.99 218.259 4 
115.99 218.259 6 
119.887 219.16 6 

119.887 219.16 4 
118.719 215.334 4 
118.719 215.334 6 
119.887 219.16 6 

119.887 219.16 4 
122.616 216.235 4 
122.616 216.235 6 
119.887 219.16 6 

