180 140 10 
190 140 20 
190 160 20 
180 160 10 

180 140 10 
190 140 20 
190 160 20 
180 160 10 

180 140 10 
190 140 0 
190 160 0 
180 160 10 

180 140 10 
170 140 0 
170 160 0 
180 160 10 

180 140 10 
190 140 20 
190 160 20 
180 160 10 

